"Pcode
",Pcode Name,Governorate,District,Cadaster,Local Name,Latitude,Longitude,Shelter Type,Status,Number of Tents,Number of Ind,Date of the Update,Updated By,Updated On,Discovery Date,Date the site was created,Number of Latrines,Water Capacity in L,Number of SSBs,Number of Ind in SSBs,Type of Water Source,Waste Disposal,Waste Water Disposal,Type of Contract,Type of Internet Connection,Consultation Fee for PHC (3000/5000),Free Vaccination for Children under 12
23311-01-014,Aalmane Ech-Chouf 014,Mount Lebanon,Chouf,Aalmane Ech-Chouf,Aalamene,33.59712982,35.40499115,IS- Informal Settlement,Inactive,0,0,12/6/16,PU-AMI,Sixth Update - 2016,10/15/15,7/1/13,0,0,0,0,,,,,,,
23311-01-015,Aalmane Ech-Chouf 015,Mount Lebanon,Chouf,Aalmane Ech-Chouf,Aalamene,33.59793091,35.40468979,IS- Informal Settlement,Less than 4,3,15,12/9/16,PU-AMI,Sixth Update - 2016,8/5/16,5/5/16,1,2000,1,7,Water Trucking,Burn it,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
23311-01-016,Aalmane Ech-Chouf 016,Mount Lebanon,Chouf,Aalmane Ech-Chouf,Aalmane,33.59389114,35.41611862,IS- Informal Settlement,Less than 4,1,7,12/6/16,PU-AMI,Sixth Update - 2016,10/6/16,3/1/15,0,0,1,2,Well,Burn it,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
23311-01-017,Aalmane Ech-Chouf 017,Mount Lebanon,Chouf,Aalmane Ech-Chouf,Aalmane,33.59841919,35.41368866,IS- Informal Settlement,Less than 4,1,2,12/6/16,PU-AMI,Sixth Update - 2016,10/7/16,6/1/16,0,0,1,3,Well,Burn it,Cesspit,Verbal,No Internet access,Yes,No
23311-01-018,Aalmane Ech-Chouf 018,Mount Lebanon,Chouf,Aalmane Ech-Chouf,Aalmane,33.59309006,35.40399933,IS- Informal Settlement,Less than 4,1,5,12/6/16,PU-AMI,Sixth Update - 2016,12/6/16,11/6/16,0,0,1,4,Water Network,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
23311-01-019,Aalmane Ech-Chouf 019,Mount Lebanon,Chouf,Aalmane Ech-Chouf,Aalmane,33.59499359,35.40507889,IS- Informal Settlement,Less than 4,1,1,12/6/16,PU-AMI,Sixth Update - 2016,12/6/16,11/6/16,0,0,0,0,Water Trucking,Burn it,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,No
23311-01-020,Aalmane Ech-Chouf 020,Mount Lebanon,Chouf,Aalmane Ech-Chouf,Aalmanr,33.59706497,35.40516663,IS- Informal Settlement,Less than 4,2,8,12/6/16,PU-AMI,Sixth Update - 2016,12/6/16,3/6/12,0,2000,1,3,Well,Burn it,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
23321-01-002,Rmeilet Ech-Chouf 002,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmaileh 2,33.59782028,35.39157867,IS- Informal Settlement,Inactive,0,0,12/9/16,PU-AMI,Sixth Update - 2016,5/27/14,1/1/13,0,0,0,0,,,,,,,
23321-01-003,Rmeilet Ech-Chouf 003,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmaileh,33.59556961,35.39759064,IS- Informal Settlement,Inactive,0,0,12/1/16,PU-AMI,Sixth Update - 2016,4/4/14,10/5/12,0,0,0,0,,,,,,,
23321-01-004,Rmeilet Ech-Chouf 004,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmaileh 4,33.6023407,35.39001083,IS- Informal Settlement,Active,4,21,12/9/16,PU-AMI,Sixth Update - 2016,1/4/14,5/5/12,3,3000,0,0,Borehole,Burn it,Cesspit,Verbal,Mobile network - 3G / 4G,No,No
23321-01-005,Rmeilet Ech-Chouf 005,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmeile,33.59703064,35.39530182,IS- Informal Settlement,Inactive,0,0,12/1/16,PU-AMI,Sixth Update - 2016,2/19/15,2/19/13,0,0,0,0,,,,,,,
23321-01-006,Rmeilet Ech-Chouf 006,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmaileh,33.59770966,35.3921814,IS- Informal Settlement,Active,4,25,12/9/16,PU-AMI,Sixth Update - 2016,2/19/15,3/19/11,6,0,9,47,Borehole,Municipality Collection,Cesspit,Verbal,No Internet access,No,Yes
23321-01-007,Rmeilet Ech-Chouf 007,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmeile,33.60261154,35.39936829,IS- Informal Settlement,Less than 4,2,14,12/9/16,PU-AMI,Sixth Update - 2016,4/17/15,3/17/11,2,5000,3,11,Well,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
23321-01-008,Rmeilet Ech-Chouf 008,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmaileh,33.59508133,35.39878082,IS- Informal Settlement,Inactive,0,0,12/1/16,PU-AMI,Sixth Update - 2016,4/17/15,3/17/11,0,0,0,0,,,,,,,
23321-01-009,Rmeilet Ech-Chouf 009,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmaileh,33.5940094,35.39826965,IS- Informal Settlement,Inactive,0,0,12/1/16,PU-AMI,Sixth Update - 2016,4/17/15,3/17/11,0,0,0,0,,,,,,,
23321-01-010,Rmeilet Ech-Chouf 010,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmeile,33.59812164,35.39871979,IS- Informal Settlement,Inactive,0,0,12/9/16,PU-AMI,Sixth Update - 2016,4/20/15,3/1/11,0,0,0,0,,,,,,,
23321-01-011,Rmeilet Ech-Chouf 011,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmeileh,33.60007858,35.39812088,IS- Informal Settlement,Inactive,0,0,12/1/16,PU-AMI,Sixth Update - 2016,4/20/15,3/20/11,0,0,0,0,,,,,,,
23321-01-012,Rmeilet Ech-Chouf 012,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmeileh,33.59709167,35.39027023,IS- Informal Settlement,Less than 4,1,11,12/9/16,PU-AMI,Sixth Update - 2016,4/20/15,1/20/13,0,1000,1,8,Borehole,Dump it outside the camp,Cesspit,Verbal,No Internet access,No,Yes
23321-01-013,Rmeilet Ech-Chouf 013,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmaileh,33.59373856,35.39632034,IS- Informal Settlement,Inactive,0,0,12/1/16,PU-AMI,Sixth Update - 2016,4/17/15,3/17/11,0,0,0,0,,,,,,,
23321-01-014,Rmeilet Ech-Chouf 014,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmaileh,33.59389114,35.39751053,IS- Informal Settlement,Inactive,0,0,12/1/16,PU-AMI,Sixth Update - 2016,4/17/15,3/17/11,0,0,0,0,,,,,,,
23321-01-015,Rmeilet Ech-Chouf 015,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmeileh,33.61491013,35.40428925,IS- Informal Settlement,Inactive,0,0,11/30/16,PU-AMI,Sixth Update - 2016,10/12/15,10/12/13,0,0,0,0,,,,,,,
23321-01-016,Rmeilet Ech-Chouf 016,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmeileh,33.5971489,35.39023972,IS- Informal Settlement,Less than 4,2,11,12/9/16,PU-AMI,Sixth Update - 2016,10/11/15,8/1/13,1,2000,1,10,Well,Burn it,Open pit,Verbal,Mobile network - 3G / 4G,No,Yes
23321-01-017,Rmeilet Ech-Chouf 017,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmeile,33.61508942,35.40327835,IS- Informal Settlement,Inactive,0,0,12/1/16,PU-AMI,Sixth Update - 2016,12/15/15,11/28/15,0,0,0,0,,,,,,,
23321-01-018,Rmeilet Ech-Chouf 018,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmeileh,33.60797119,35.40076828,IS- Informal Settlement,Less than 4,3,9,12/9/16,PU-AMI,Sixth Update - 2016,4/28/16,3/1/13,2,4000,0,0,Well,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,No,Yes
23321-01-019,Rmeilet Ech-Chouf 019,Mount Lebanon,Chouf,Rmeilet Ech-Chouf,Rmeileh,33.59806061,35.4017601,IS- Informal Settlement,Less than 4,1,2,12/1/16,PU-AMI,Sixth Update - 2016,10/7/16,6/1/16,0,1000,1,5,Well,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
23386-01-001,Bsaba Ech-Chouf 001,Mount Lebanon,Chouf,Bsaba Ech-Chouf,Marj Besri IS,33.60805893,35.55852127,IS- Informal Settlement,Active,4,5,12/6/16,PU-AMI,Sixth Update - 2016,8/12/14,1/28/14,1,0,0,0,River,Burn it,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,No
24111-01-001,Choueifat El-Aamrousiyé 001,Mount Lebanon,Aley,Choueifat El-Aamrousiyé,Choueifat Al Sahra IS,33.8175087,35.51913071,IS- Informal Settlement,Active,5,30,12/15/16,PU-AMI,Sixth Update - 2016,4/13/15,3/16/11,2,0,1,7,Water Network,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,No
24111-01-002,Choueifat El-Aamrousiyé 002,Mount Lebanon,Aley,Choueifat El-Aamrousiyé,Choueifat Aamrousiye,33.81671143,35.50926971,IS- Informal Settlement,Inactive,0,0,12/15/16,PU-AMI,Sixth Update - 2016,5/17/16,3/15/12,0,0,0,0,,,,,,,
24111-01-003,Choueifat El-Aamrousiyé 003,Mount Lebanon,Aley,Choueifat El-Aamrousiyé,Schweifet ,33.81787109,35.51612091,IS- Informal Settlement,Less than 4,2,7,12/15/16,PU-AMI,Sixth Update - 2016,5/18/16,1/1/11,1,1000,1,7,Water Trucking,Municipality Collection,Holding tank,Verbal,Wifi  / local Internet service provider,Yes,Yes
24111-01-004,Choueifat El-Aamrousiyé 004,Mount Lebanon,Aley,Choueifat El-Aamrousiyé,Shweifet,33.82020187,35.51591873,IS- Informal Settlement,Inactive,0,0,12/15/16,PU-AMI,Sixth Update - 2016,5/18/16,4/1/13,0,0,0,0,,,,,,,
24133-01-001,Choueifat El-Quoubbé 001,Mount Lebanon,Aley,Choueifat El-Quoubbé,Khaldeh ,33.78596115,35.47647095,IS- Informal Settlement,Less than 4,2,9,12/14/16,PU-AMI,Sixth Update - 2016,8/10/15,10/10/13,1,1000,0,0,Water Network,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
24133-01-002,Choueifat El-Quoubbé 002,Mount Lebanon,Aley,Choueifat El-Quoubbé,Choueifat Garden,33.79832077,35.48437881,IS- Informal Settlement,Less than 4,2,12,12/14/16,PU-AMI,Sixth Update - 2016,5/17/16,3/12/13,2,1000,1,5,Water Network,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
24133-01-003,Choueifat El-Quoubbé 003,Mount Lebanon,Aley,Choueifat El-Quoubbé,Choueifat Garden,33.80165863,35.48683167,IS- Informal Settlement,Active,4,22,12/14/16,PU-AMI,Sixth Update - 2016,5/17/16,5/17/12,0,1400,1,6,Borehole,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,No,Yes
24133-01-004,Choueifat El-Quoubbé 004,Mount Lebanon,Aley,Choueifat El-Quoubbé,Choueifat ,33.80047989,35.4957695,IS- Informal Settlement,Active,4,30,12/15/16,PU-AMI,Sixth Update - 2016,5/17/16,5/17/12,2,0,0,0,Water Trucking,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,No,No
24133-01-005,Choueifat El-Quoubbé 005,Mount Lebanon,Aley,Choueifat El-Quoubbé,Choueifat Fantasia,33.80274963,35.49504089,IS- Informal Settlement,Less than 4,3,15,12/15/16,PU-AMI,Sixth Update - 2016,5/17/16,3/16/11,0,1500,0,0,Water Trucking,Municipality Collection,Open pit,Verbal,Wifi  / local Internet service provider,No,Yes
24133-01-006,Choueifat El-Quoubbé 006,Mount Lebanon,Aley,Choueifat El-Quoubbé,Chouwayfat,33.8052597,35.4958992,IS- Informal Settlement,Active,4,41,12/15/16,PU-AMI,Sixth Update - 2016,5/17/16,10/13/13,1,2000,2,11,Water Trucking,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
24155-01-001,Choueifat El-Oumara 001,Mount Lebanon,Aley,Choueifat El-Oumara,chouwayfet,33.80970001,35.51018906,IS- Informal Settlement,Inactive,0,0,12/15/16,PU-AMI,Sixth Update - 2016,5/27/14,12/31/11,0,0,0,0,,,,,,,
24155-01-002,Choueifat El-Oumara 002,Mount Lebanon,Aley,Choueifat El-Oumara,Choueifat Ghandour ITS,33.80981064,35.51099014,IS- Informal Settlement,Active,20,110,12/15/16,PU-AMI,Sixth Update - 2016,5/27/14,1/18/12,30,20000,10,35,Borehole,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,No
24155-01-003,Choueifat El-Oumara 003,Mount Lebanon,Aley,Choueifat El-Oumara,Choueifat IS3,33.81085968,35.50992966,IS- Informal Settlement,Active,5,40,12/15/16,PU-AMI,Sixth Update - 2016,4/13/15,3/26/11,2,2500,0,0,Water Trucking,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
24155-01-004,Choueifat El-Oumara 004,Mount Lebanon,Aley,Choueifat El-Oumara,Chouwayfat ,33.81204987,35.50484085,IS- Informal Settlement,Active,13,85,12/15/16,PU-AMI,Sixth Update - 2016,5/12/16,3/14/13,13,10000,0,0,Water Trucking,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
24155-01-005,Choueifat El-Oumara 005,Mount Lebanon,Aley,Choueifat El-Oumara,Chouwayfat,33.81060028,35.5112381,IS- Informal Settlement,Active,7,41,12/15/16,PU-AMI,Sixth Update - 2016,5/12/16,3/12/12,5,5000,0,0,Water Trucking,Municipality Collection,Holding tank,Verbal,Mobile network - 3G / 4G,No,Yes
24155-01-006,Choueifat El-Oumara 006,Mount Lebanon,Aley,Choueifat El-Oumara,Choueifat Tiro,33.81032944,35.50645065,IS- Informal Settlement,Active,4,25,12/15/16,PU-AMI,Sixth Update - 2016,5/17/16,3/14/12,0,0,0,0,Borehole,Municipality Collection,Municipality sewer network / not treated,Verbal,Mobile network - 3G / 4G,No,Yes
24155-01-007,Choueifat El-Oumara 007,Mount Lebanon,Aley,Choueifat El-Oumara,chouwayfat tyro,33.81048965,35.50770187,IS- Informal Settlement,Less than 4,1,6,12/15/16,PU-AMI,Sixth Update - 2016,5/17/16,2/17/15,1,0,2,3,Borehole,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,No,Yes
24155-01-008,Choueifat El-Oumara 008,Mount Lebanon,Aley,Choueifat El-Oumara,schweifet,33.80830002,35.50746918,IS- Informal Settlement,Active,4,28,12/15/16,PU-AMI,Sixth Update - 2016,6/15/16,1/1/12,0,0,0,0,Water Network,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,No,Yes
25141-01-001,Ouata Sillam 001,Mount Lebanon,Kasrouane,Ouata Sillam,tabarja 4,34.02716064,35.62466812,IS- Informal Settlement,Less than 4,1,9,12/2/16,PU-AMI,Sixth Update - 2016,11/6/15,10/15/15,1,1000,1,4,Well,Burn it,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,No
25141-01-002,Ouata Sillam 002,Mount Lebanon,Kasrouane,Ouata Sillam,tabarja 5,34.02494812,35.62479019,IS- Informal Settlement,Inactive,0,0,12/2/16,PU-AMI,Sixth Update - 2016,11/6/15,1/1/12,0,0,0,0,,,,,,,
25141-01-003,Ouata Sillam 003,Mount Lebanon,Kasrouane,Ouata Sillam,tabarja 3,34.02695847,35.62723923,IS- Informal Settlement,Less than 4,1,8,12/2/16,PU-AMI,Sixth Update - 2016,11/6/15,1/1/15,1,1000,2,8,Water Network,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,No,Yes
25141-01-004,Ouata Sillam 004,Mount Lebanon,Kasrouane,Ouata Sillam,tabarja 4,34.0240593,35.62430954,IS- Informal Settlement,Less than 4,2,8,12/2/16,PU-AMI,Sixth Update - 2016,11/6/15,1/1/13,1,1000,4,19,Water Network,Dump it outside the camp,Cesspit,Verbal,Wifi  / local Internet service provider,No,Yes
25141-01-005,Ouata Sillam 005,Mount Lebanon,Kasrouane,Ouata Sillam,tabarja 5,34.02294922,35.62511063,IS- Informal Settlement,Less than 4,2,10,12/5/16,PU-AMI,Sixth Update - 2016,11/6/15,1/1/13,1,6000,7,37,Water Network,Dump it outside the camp,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
25141-01-006,Ouata Sillam 006,Mount Lebanon,Kasrouane,Ouata Sillam,tabarja 6,34.02153015,35.62702942,IS- Informal Settlement,Less than 4,1,12,12/5/16,PU-AMI,Sixth Update - 2016,11/6/15,7/1/15,1,2000,0,0,Water Network,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
25141-01-007,Ouata Sillam 007,Mount Lebanon,Kasrouane,Ouata Sillam,Tabarja 7,34.02080917,35.6255188,IS- Informal Settlement,Inactive,0,0,12/5/16,PU-AMI,Sixth Update - 2016,2/18/16,1/1/13,0,0,0,0,,,,,,,
25141-01-008,Ouata Sillam 008,Mount Lebanon,Kasrouane,Ouata Sillam,Tabarja,34.02016068,35.62604141,IS- Informal Settlement,Inactive,0,0,12/5/16,PU-AMI,Sixth Update - 2016,4/28/16,4/10/16,0,0,0,0,,,,,,,
25141-01-009,Ouata Sillam 009,Mount Lebanon,Kasrouane,Ouata Sillam,Ouata Sillam,34.02236176,35.62393951,IS- Informal Settlement,Less than 4,2,9,12/5/16,PU-AMI,Sixth Update - 2016,8/5/16,11/3/13,1,4000,2,11,Water Network,Burn it,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
25141-01-010,Ouata Sillam 010,Mount Lebanon,Kasrouane,Ouata Sillam,Tabarja,34.02743912,35.62594986,IS- Informal Settlement,Less than 4,1,5,12/2/16,PU-AMI,Sixth Update - 2016,10/17/16,9/17/16,0,0,0,0,Water Network,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
25146-01-001,Kfar Yassine 001,Mount Lebanon,Kasrouane,Kfar Yassine,Tabarja 1,34.02614975,35.63277054,IS- Informal Settlement,Less than 4,2,8,12/7/16,PU-AMI,Sixth Update - 2016,11/6/15,1/1/13,0,0,0,0,River,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
25146-01-002,Kfar Yassine 002,Mount Lebanon,Kasrouane,Kfar Yassine,tabarja 2,34.02640915,35.63208008,IS- Informal Settlement,Less than 4,3,12,12/7/16,PU-AMI,Sixth Update - 2016,11/6/15,1/1/13,0,0,1,5,Water Network,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
25161-01-001,Safra Kesrouane 001,Mount Lebanon,Kasrouane,Safra Kesrouane,safra,34.04249954,35.63394928,IS- Informal Settlement,Active,5,17,12/7/16,PU-AMI,Sixth Update - 2016,5/11/16,5/11/12,2,1000,2,10,Spring,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
25161-01-002,Safra Kesrouane 002,Mount Lebanon,Kasrouane,Safra Kesrouane,safra ,34.04143906,35.63626862,IS- Informal Settlement,Less than 4,1,7,12/7/16,PU-AMI,Sixth Update - 2016,5/11/16,5/11/14,0,0,0,0,Spring,Municipality Collection,Open pit,Verbal,Mobile network - 3G / 4G,Yes,Yes
25161-01-003,Safra Kesrouane 003,Mount Lebanon,Kasrouane,Safra Kesrouane,safra,34.04029083,35.63830185,IS- Informal Settlement,Less than 4,1,6,12/7/16,PU-AMI,Sixth Update - 2016,5/11/16,1/11/16,0,0,0,0,Well,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
25161-01-004,Safra Kesrouane 004,Mount Lebanon,Kasrouane,Safra Kesrouane,safra kesrouane ,34.04135132,35.6374588,IS- Informal Settlement,Less than 4,1,8,12/16/16,PU-AMI,Sixth Update - 2016,12/16/16,12/16/13,0,2000,0,0,River,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
25166-01-001,Bouar 001,Mount Lebanon,Kasrouane,Bouar,Bouar IS1,34.04613113,35.63735962,IS- Informal Settlement,Inactive,0,0,12/5/16,PU-AMI,Sixth Update - 2016,4/15/15,3/15/11,0,0,0,0,,,,,,,
25166-01-002,Bouar 002,Mount Lebanon,Kasrouane,Bouar,Bouar IS2,34.04888916,35.63594818,IS- Informal Settlement,Inactive,0,0,12/5/16,PU-AMI,Sixth Update - 2016,4/16/15,12/16/14,0,0,0,0,,,,,,,
25166-01-003,Bouar 003,Mount Lebanon,Kasrouane,Bouar,Bouar IS ,34.04891968,35.63594818,IS- Informal Settlement,Inactive,0,0,12/5/16,PU-AMI,Sixth Update - 2016,6/29/15,12/16/14,0,0,0,0,,,,,,,
25166-01-004,Bouar 004,Mount Lebanon,Kasrouane,Bouar,Bouar,34.04962158,35.63962936,IS- Informal Settlement,Less than 4,1,9,12/5/16,PU-AMI,Sixth Update - 2016,8/9/16,7/7/14,1,1000,0,0,Spring,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
25171-01-001,Aaqaibé Kesrouane 001,Mount Lebanon,Kasrouane,Aaqaibé Kesrouane,Bouar,34.05339813,35.63660812,IS- Informal Settlement,Less than 4,1,6,12/5/16,PU-AMI,Sixth Update - 2016,8/6/14,10/1/11,0,0,0,0,Water Trucking,Municipality Collection,Cesspit,Verbal,No Internet access,Yes,Yes
25171-01-002,Aaqaibé Kesrouane 002,Mount Lebanon,Kasrouane,Aaqaibé Kesrouane,Aaqaibe IS,34.05102158,35.6390419,IS- Informal Settlement,Less than 4,1,4,12/5/16,PU-AMI,Sixth Update - 2016,4/15/15,3/1/11,0,2000,1,7,Spring,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
25171-01-003,Aaqaibé Kesrouane 003,Mount Lebanon,Kasrouane,Aaqaibé Kesrouane,Aaqaibe,34.05163956,35.64049149,IS- Informal Settlement,Inactive,0,0,12/5/16,PU-AMI,Sixth Update - 2016,4/15/15,9/15/12,0,0,0,0,,,,,,,
25171-01-004,Aaqaibé Kesrouane 004,Mount Lebanon,Kasrouane,Aaqaibé Kesrouane,Aaqaibeh Kesrouane,34.05168152,35.64054871,IS- Informal Settlement,Less than 4,1,10,12/5/16,PU-AMI,Sixth Update - 2016,10/21/15,9/15/12,0,1000,0,0,Spring,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,Yes,Yes
25176-01-001,Bqaq Ed-Dine 001,Mount Lebanon,Kasrouane,Bqaq Ed-Dine,Aaqaibe IS3,34.06018066,35.64411926,IS- Informal Settlement,Inactive,0,0,12/2/16,PU-AMI,Sixth Update - 2016,4/15/15,4/15/14,0,0,0,0,,,,,,,
25176-01-002,Bqaq Ed-Dine 002,Mount Lebanon,Kasrouane,Bqaq Ed-Dine,Bqaq Ed Dine,34.05958939,35.64464188,IS- Informal Settlement,Inactive,0,0,12/2/16,PU-AMI,Sixth Update - 2016,8/4/16,7/2/12,0,0,0,0,,,,,,,
25251-01-001,Aain Er-Rihane 001,Mount Lebanon,Kasrouane,Aain Er-Rihane,Ain El Rihane ITS,33.95886993,35.64091873,IS- Informal Settlement,Inactive,0,0,12/15/16,PU-AMI,Sixth Update - 2016,8/8/14,6/23/11,0,0,0,0,,,,,,,
25261-01-001,Jaaita 001,Mount Lebanon,Kasrouane,Jaaita,Jeita,33.94524002,35.6523819,IS- Informal Settlement,Less than 4,2,6,11/29/16,PU-AMI,Sixth Update - 2016,1/7/16,9/1/15,3,6000,1,7,Water Network,Burn it,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
25311-01-001,Ghazir 001,Mount Lebanon,Kasrouane,Ghazir,Ghazir,34.01890945,35.67010117,IS- Informal Settlement,Less than 4,3,15,12/7/16,PU-AMI,Sixth Update - 2016,4/16/15,3/16/11,2,2000,10,52,Spring,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
25311-01-002,Ghazir 002,Mount Lebanon,Kasrouane,Ghazir,Ghazir 2,34.01940155,35.66442871,IS- Informal Settlement,Less than 4,1,8,12/7/16,PU-AMI,Sixth Update - 2016,10/30/15,10/1/13,0,0,1,8,Spring,Municipality Collection,Cesspit,Verbal,Mobile network - 3G / 4G,Yes,Yes
25371-01-001,Nahr Ed-Dahab 001,Mount Lebanon,Kasrouane,Nahr Ed-Dahab,Nahr Ed Dahab,34.05331039,35.7349205,IS- Informal Settlement,Inactive,0,0,12/9/16,PU-AMI,Sixth Update - 2016,8/26/15,3/1/11,0,0,0,0,,,,,,,
25371-01-002,Nahr Ed-Dahab 002,Mount Lebanon,Kasrouane,Nahr Ed-Dahab,Nahr El Dahab 2,34.05149078,35.73506165,IS- Informal Settlement,Inactive,0,0,12/9/16,PU-AMI,Sixth Update - 2016,8/26/15,3/27/15,0,0,0,0,,,,,,,
25423-01-001,Aachqout 001,Mount Lebanon,Kasrouane,Aachqout,Achqout,33.98944092,35.70904922,IS- Informal Settlement,Less than 4,1,8,12/1/16,PU-AMI,Sixth Update - 2016,8/26/15,8/27/13,1,2000,0,0,Borehole,Municipality Collection,Cesspit,Verbal,Wifi  / local Internet service provider,Yes,Yes
25431-01-001,Beqaata Aachqout 001,Mount Lebanon,Kasrouane,Beqaata Aachqout,Beqaata Achqout,34.01097107,35.73740005,IS- Informal Settlement,Active,5,23,11/23/16,PU-AMI,Sixth Update - 2016,8/19/15,8/1/15,2,2400,0,0,Well,Dump it outside the camp,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,Yes
25431-01-002,Beqaata Aachqout 002,Mount Lebanon,Kasrouane,Beqaata Aachqout,Baqaata Achqout ,34.00791168,35.73775101,IS- Informal Settlement,Less than 4,3,9,11/23/16,PU-AMI,Sixth Update - 2016,8/19/15,7/19/15,2,2000,1,9,Well,Burn it,Cesspit,Verbal,Mobile network - 3G / 4G,No,Yes
25431-01-003,Beqaata Aachqout 003,Mount Lebanon,Kasrouane,Beqaata Aachqout,Baqaata Achqout 3,34.00743866,35.73804092,IS- Informal Settlement,Less than 4,3,3,11/23/16,PU-AMI,Sixth Update - 2016,8/19/15,7/20/15,2,4000,0,0,Water Network,Municipality Collection,Direct discharge to environment,Verbal,Mobile network - 3G / 4G,No,No
25431-01-004,Beqaata Aachqout 004,Mount Lebanon,Kasrouane,Beqaata Aachqout,Raachine,34.01194,35.73099136,IS- Informal Settlement,Less than 4,3,16,11/23/16,PU-AMI,Sixth Update - 2016,11/3/15,11/1/12,3,6000,1,3,Well,Burn it,Cesspit,Verbal,Mobile network - 3G / 4G,No,Yes
25431-01-005,Beqaata Aachqout 005,Mount Lebanon,Kasrouane,Beqaata Aachqout,Wata el Joz,34.01350021,35.74353027,IS- Informal Settlement,Inactive,0,0,11/23/16,PU-AMI,Sixth Update - 2016,8/11/16,4/1/13,0,0,0,0,,,,,,,
25431-01-006,Beqaata Aachqout 006,Mount Lebanon,Kasrouane,Beqaata Aachqout,Beqaata Aachqout ,34.01272964,35.74248886,IS- Informal Settlement,Inactive,0,0,11/23/16,PU-AMI,Sixth Update - 2016,10/19/16,7/1/16,0,0,0,0,,,,,,,
25435-01-001,Raachine 001,Mount Lebanon,Kasrouane,Raachine,Raachine ,34.01436996,35.73543167,IS- Informal Settlement,Inactive,0,0,11/23/16,PU-AMI,Sixth Update - 2016,6/3/15,4/30/15,0,0,0,0,,,,,,,
